Date,store,product,number_sold
2010-11-23,0,0,777
2010-11-24,0,0,770
2010-11-25,0,0,778
2010-11-26,0,0,800
2010-11-27,0,0,785
2010-11-28,0,0,788
2010-11-29,0,0,797
2010-11-30,0,0,801
2010-12-01,0,0,783
2010-12-02,0,0,795
2010-12-03,0,0,794
2010-12-04,0,0,792
2010-12-05,0,0,802
2010-12-06,0,0,783
2010-12-07,0,0,785
2010-12-08,0,0,792
2010-12-09,0,0,808
2010-12-10,0,0,799
2010-12-11,0,0,789
2010-12-12,0,0,811
2010-12-13,0,0,799
2010-12-14,0,0,805
2010-12-15,0,0,790
2010-12-16,0,0,808
2010-12-17,0,0,813
2010-12-18,0,0,816
2010-12-19,0,0,819
2010-12-20,0,0,803
2010-12-21,0,0,811
2010-12-22,0,0,805
2010-12-23,0,0,808
2010-12-24,0,0,803
2010-12-25,0,0,812
2010-12-26,0,0,799
2010-12-27,0,0,831
2010-12-28,0,0,801
2010-12-29,0,0,823
2010-12-30,0,0,828
2010-12-31,0,0,822
2011-01-01,0,0,833
2011-01-02,0,0,800
2011-01-03,0,0,820
2011-01-04,0,0,807
2011-01-05,0,0,811
2011-01-06,0,0,820
2011-01-07,0,0,807
2011-01-08,0,0,828
2011-01-09,0,0,833
2011-01-10,0,0,807
2011-01-11,0,0,823
2011-01-12,0,0,844
2011-01-13,0,0,823
2011-01-14,0,0,832
2011-01-15,0,0,847
2011-01-16,0,0,827
2011-01-17,0,0,846
2011-01-18,0,0,852
2011-01-19,0,0,829
2011-01-20,0,0,846
2011-01-21,0,0,852
2011-01-22,0,0,829
2011-01-23,0,0,842
2011-01-24,0,0,853
2011-01-25,0,0,849
2011-01-26,0,0,822
2011-01-27,0,0,842
2011-01-28,0,0,845
2011-01-29,0,0,858
2011-01-30,0,0,832
2011-01-31,0,0,839
2011-02-01,0,0,842
2011-02-02,0,0,852
2011-02-03,0,0,841
2011-02-04,0,0,862
2011-02-05,0,0,864
2011-02-06,0,0,864
2011-02-07,0,0,870
2011-02-08,0,0,859
2011-02-09,0,0,856
2011-02-10,0,0,856
2011-02-11,0,0,870
2011-02-12,0,0,868
2011-02-13,0,0,851
2011-02-14,0,0,857
2011-02-15,0,0,851
2011-02-16,0,0,880
2011-02-17,0,0,863
2011-02-18,0,0,859
2011-02-19,0,0,859
2011-02-20,0,0,880
2011-02-21,0,0,850
2011-02-22,0,0,867
2011-02-23,0,0,873
2011-02-24,0,0,865
2011-02-25,0,0,876
2011-02-26,0,0,866
2011-02-27,0,0,874
2011-02-28,0,0,872
2011-03-01,0,0,866
2011-03-02,0,0,860
2011-03-03,0,0,863
2011-03-04,0,0,867
2011-03-05,0,0,879
2011-03-06,0,0,862
2011-03-07,0,0,889
2011-03-08,0,0,873
2011-03-09,0,0,866
2011-03-10,0,0,874
2011-03-11,0,0,875
2011-03-12,0,0,874
2011-03-13,0,0,879
2011-03-14,0,0,853
2011-03-15,0,0,876
2011-03-16,0,0,851
2011-03-17,0,0,868
2011-03-18,0,0,885
2011-03-19,0,0,862
2011-03-20,0,0,875
2011-03-21,0,0,868
2011-03-22,0,0,857
2011-03-23,0,0,873
2011-03-24,0,0,876
2011-03-25,0,0,859
2011-03-26,0,0,868
2011-03-27,0,0,853
2011-03-28,0,0,876
2011-03-29,0,0,875
2011-03-30,0,0,886
2011-03-31,0,0,858
2011-04-01,0,0,865
2011-04-02,0,0,892
2011-04-03,0,0,884
2011-04-04,0,0,889
2011-04-05,0,0,878
2011-04-06,0,0,880
2011-04-07,0,0,865
2011-04-08,0,0,888
2011-04-09,0,0,871
2011-04-10,0,0,859
2011-04-11,0,0,890
2011-04-12,0,0,876
2011-04-13,0,0,877
2011-04-14,0,0,866
2011-04-15,0,0,881
2011-04-16,0,0,878
2011-04-17,0,0,857
2011-04-18,0,0,860
2011-04-19,0,0,878
2011-04-20,0,0,865
2011-04-21,0,0,882
2011-04-22,0,0,876
2011-04-23,0,0,872
2011-04-24,0,0,862
2011-04-25,0,0,857
2011-04-26,0,0,876
2011-04-27,0,0,874
2011-04-28,0,0,869
2011-04-29,0,0,869
2011-04-30,0,0,862
2011-05-01,0,0,868
2011-05-02,0,0,859
2011-05-03,0,0,868
2011-05-04,0,0,872
2011-05-05,0,0,861
2011-05-06,0,0,851
2011-05-07,0,0,883
2011-05-08,0,0,856
2011-05-09,0,0,878
2011-05-10,0,0,856
2011-05-11,0,0,853
2011-05-12,0,0,881
2011-05-13,0,0,883
2011-05-14,0,0,850
2011-05-15,0,0,875
2011-05-16,0,0,870
2011-05-17,0,0,851
2011-05-18,0,0,862
2011-05-19,0,0,844
2011-05-20,0,0,842
2011-05-21,0,0,853
2011-05-22,0,0,860
2011-05-23,0,0,873
2011-05-24,0,0,865
2011-05-25,0,0,860
2011-05-26,0,0,856
2011-05-27,0,0,854
2011-05-28,0,0,848
2011-05-29,0,0,858
2011-05-30,0,0,827
2011-05-31,0,0,840
2011-06-01,0,0,846
2011-06-02,0,0,850
2011-06-03,0,0,845
2011-06-04,0,0,844
2011-06-05,0,0,857
2011-06-06,0,0,846
2011-06-07,0,0,845
2011-06-08,0,0,842
2011-06-09,0,0,839
2011-06-10,0,0,841
2011-06-11,0,0,844
2011-06-12,0,0,856
2011-06-13,0,0,844
2011-06-14,0,0,828
2011-06-15,0,0,838
2011-06-16,0,0,835
2011-06-17,0,0,823
2011-06-18,0,0,815
2011-06-19,0,0,839
2011-06-20,0,0,842
2011-06-21,0,0,842
2011-06-22,0,0,831
2011-06-23,0,0,841
2011-06-24,0,0,835
2011-06-25,0,0,837
2011-06-26,0,0,829
2011-06-27,0,0,806
2011-06-28,0,0,813
2011-06-29,0,0,813
2011-06-30,0,0,826
2011-07-01,0,0,807
2011-07-02,0,0,812
2011-07-03,0,0,832
2011-07-04,0,0,812
2011-07-05,0,0,822
2011-07-06,0,0,825
2011-07-07,0,0,808
2011-07-08,0,0,799
2011-07-09,0,0,818
2011-07-10,0,0,824
2011-07-11,0,0,817
2011-07-12,0,0,798
2011-07-13,0,0,816
2011-07-14,0,0,810
2011-07-15,0,0,821
2011-07-16,0,0,819
2011-07-17,0,0,806
2011-07-18,0,0,787
2011-07-19,0,0,792
2011-07-20,0,0,817
2011-07-21,0,0,804
2011-07-22,0,0,810
2011-07-23,0,0,804
2011-07-24,0,0,811
2011-07-25,0,0,815
2011-07-26,0,0,796
2011-07-27,0,0,796
2011-07-28,0,0,798
2011-07-29,0,0,782
2011-07-30,0,0,815
2011-07-31,0,0,799
2011-08-01,0,0,798
2011-08-02,0,0,799
2011-08-03,0,0,809
2011-08-04,0,0,794
2011-08-05,0,0,790
2011-08-06,0,0,786
2011-08-07,0,0,792
2011-08-08,0,0,786
2011-08-09,0,0,794
2011-08-10,0,0,783
2011-08-11,0,0,797
2011-08-12,0,0,776
2011-08-13,0,0,788
2011-08-14,0,0,795
2011-08-15,0,0,780
2011-08-16,0,0,780
2011-08-17,0,0,782
2011-08-18,0,0,787
2011-08-19,0,0,774
2011-08-20,0,0,803
2011-08-21,0,0,796
2011-08-22,0,0,780
2011-08-23,0,0,792
2011-08-24,0,0,781
2011-08-25,0,0,776
2011-08-26,0,0,794
2011-08-27,0,0,767
2011-08-28,0,0,789
2011-08-29,0,0,775
2011-08-30,0,0,775
2011-08-31,0,0,795
2011-09-01,0,0,774
2011-09-02,0,0,765
2011-09-03,0,0,809
2011-09-04,0,0,781
2011-09-05,0,0,782
2011-09-06,0,0,781
2011-09-07,0,0,766
2011-09-08,0,0,780
2011-09-09,0,0,770
2011-09-10,0,0,787
2011-09-11,0,0,780
2011-09-12,0,0,784
2011-09-13,0,0,775
2011-09-14,0,0,775
2011-09-15,0,0,773
2011-09-16,0,0,768
2011-09-17,0,0,790
2011-09-18,0,0,773
2011-09-19,0,0,787
2011-09-20,0,0,778
2011-09-21,0,0,780
2011-09-22,0,0,756
2011-09-23,0,0,761
2011-09-24,0,0,783
2011-09-25,0,0,773
2011-09-26,0,0,778
2011-09-27,0,0,776
2011-09-28,0,0,765
2011-09-29,0,0,779
2011-09-30,0,0,761
2011-10-01,0,0,772
2011-10-02,0,0,778
2011-10-03,0,0,771
2011-10-04,0,0,771
2011-10-05,0,0,778
2011-10-06,0,0,784
2011-10-07,0,0,757
2011-10-08,0,0,779
2011-10-09,0,0,770
2011-10-10,0,0,783
2011-10-11,0,0,774
2011-10-12,0,0,776
2011-10-13,0,0,761
2011-10-14,0,0,762
2011-10-15,0,0,763
2011-10-16,0,0,754
2011-10-17,0,0,759
2011-10-18,0,0,783
2011-10-19,0,0,774
2011-10-20,0,0,786
2011-10-21,0,0,786
2011-10-22,0,0,783
2011-10-23,0,0,760
2011-10-24,0,0,784
2011-10-25,0,0,785
2011-10-26,0,0,791
2011-10-27,0,0,772
2011-10-28,0,0,772
2011-10-29,0,0,783
2011-10-30,0,0,778
2011-10-31,0,0,791
2011-11-01,0,0,752
2011-11-02,0,0,774
2011-11-03,0,0,802
2011-11-04,0,0,793
2011-11-05,0,0,794
2011-11-06,0,0,783
2011-11-07,0,0,771
2011-11-08,0,0,802
2011-11-09,0,0,798
2011-11-10,0,0,783
2011-11-11,0,0,775
2011-11-12,0,0,781
2011-11-13,0,0,777
2011-11-14,0,0,783
2011-11-15,0,0,770
2011-11-16,0,0,800
2011-11-17,0,0,803
2011-11-18,0,0,783
2011-11-19,0,0,802
2011-11-20,0,0,779
2011-11-21,0,0,770
2011-11-22,0,0,821
2011-11-23,0,0,796
2011-11-24,0,0,805
2011-11-25,0,0,801
2011-11-26,0,0,804
2011-11-27,0,0,799
2011-11-28,0,0,797
2011-11-29,0,0,798
2011-11-30,0,0,797
2011-12-01,0,0,800
2011-12-02,0,0,792
2011-12-03,0,0,796
2011-12-04,0,0,812
2011-12-05,0,0,800
2011-12-06,0,0,796
2011-12-07,0,0,803
2011-12-08,0,0,810
2011-12-09,0,0,799
2011-12-10,0,0,823
2011-12-11,0,0,820
2011-12-12,0,0,800
2011-12-13,0,0,824
2011-12-14,0,0,803
2011-12-15,0,0,807
2011-12-16,0,0,819
2011-12-17,0,0,805
2011-12-18,0,0,809
2011-12-19,0,0,813
2011-12-20,0,0,796
2011-12-21,0,0,830
2011-12-22,0,0,820
2011-12-23,0,0,817
2011-12-24,0,0,824
2011-12-25,0,0,813
2011-12-26,0,0,825
2011-12-27,0,0,804
2011-12-28,0,0,820
2011-12-29,0,0,824
2011-12-30,0,0,806
2011-12-31,0,0,824
2012-01-01,0,0,829
2012-01-02,0,0,833
2012-01-03,0,0,836
2012-01-04,0,0,832
2012-01-05,0,0,832
2012-01-06,0,0,834
2012-01-07,0,0,819
2012-01-08,0,0,824
2012-01-09,0,0,825
2012-01-10,0,0,844
2012-01-11,0,0,839
2012-01-12,0,0,845
2012-01-13,0,0,847
2012-01-14,0,0,848
2012-01-15,0,0,842
2012-01-16,0,0,853
2012-01-17,0,0,843
2012-01-18,0,0,839
2012-01-19,0,0,850
2012-01-20,0,0,834
2012-01-21,0,0,839
2012-01-22,0,0,864
2012-01-23,0,0,848
2012-01-24,0,0,849
2012-01-25,0,0,841
2012-01-26,0,0,860
2012-01-27,0,0,868
2012-01-28,0,0,852
2012-01-29,0,0,850
2012-01-30,0,0,854
2012-01-31,0,0,865
2012-02-01,0,0,857
2012-02-02,0,0,862
2012-02-03,0,0,853
2012-02-04,0,0,851
2012-02-05,0,0,854
2012-02-06,0,0,859
2012-02-07,0,0,857
2012-02-08,0,0,835
2012-02-09,0,0,867
2012-02-10,0,0,847
2012-02-11,0,0,854
2012-02-12,0,0,871
2012-02-13,0,0,879
2012-02-14,0,0,878
2012-02-15,0,0,866
2012-02-16,0,0,878
2012-02-17,0,0,866
2012-02-18,0,0,856
2012-02-19,0,0,855
2012-02-20,0,0,861
2012-02-21,0,0,863
2012-02-22,0,0,866
2012-02-23,0,0,859
2012-02-24,0,0,871
2012-02-25,0,0,881
2012-02-26,0,0,857
2012-02-27,0,0,891
2012-02-28,0,0,865
2012-02-29,0,0,873
2012-03-01,0,0,886
2012-03-02,0,0,874
2012-03-03,0,0,871
2012-03-04,0,0,882
2012-03-05,0,0,870
2012-03-06,0,0,869
2012-03-07,0,0,866
2012-03-08,0,0,884
2012-03-09,0,0,886
2012-03-10,0,0,895
2012-03-11,0,0,883
2012-03-12,0,0,878
2012-03-13,0,0,876
2012-03-14,0,0,878
2012-03-15,0,0,881
2012-03-16,0,0,885
2012-03-17,0,0,870
2012-03-18,0,0,876
2012-03-19,0,0,875
2012-03-20,0,0,881
2012-03-21,0,0,883
2012-03-22,0,0,856
2012-03-23,0,0,885
2012-03-24,0,0,875
2012-03-25,0,0,884
2012-03-26,0,0,876
2012-03-27,0,0,883
2012-03-28,0,0,887
2012-03-29,0,0,884
2012-03-30,0,0,859
2012-03-31,0,0,884
2012-04-01,0,0,884
2012-04-02,0,0,876
2012-04-03,0,0,882
2012-04-04,0,0,885
2012-04-05,0,0,863
2012-04-06,0,0,885
2012-04-07,0,0,879
2012-04-08,0,0,883
2012-04-09,0,0,882
2012-04-10,0,0,896
2012-04-11,0,0,880
2012-04-12,0,0,873
2012-04-13,0,0,866
2012-04-14,0,0,877
2012-04-15,0,0,861
2012-04-16,0,0,869
2012-04-17,0,0,877
2012-04-18,0,0,867
2012-04-19,0,0,880
2012-04-20,0,0,861
2012-04-21,0,0,880
2012-04-22,0,0,891
2012-04-23,0,0,880
2012-04-24,0,0,869
2012-04-25,0,0,867
2012-04-26,0,0,879
2012-04-27,0,0,887
2012-04-28,0,0,861
2012-04-29,0,0,876
2012-04-30,0,0,874
2012-05-01,0,0,866
2012-05-02,0,0,886
2012-05-03,0,0,871
2012-05-04,0,0,874
2012-05-05,0,0,859
2012-05-06,0,0,866
2012-05-07,0,0,865
2012-05-08,0,0,874
2012-05-09,0,0,855
2012-05-10,0,0,863
2012-05-11,0,0,847
2012-05-12,0,0,869
2012-05-13,0,0,855
2012-05-14,0,0,874
2012-05-15,0,0,875
2012-05-16,0,0,860
2012-05-17,0,0,865
2012-05-18,0,0,867
2012-05-19,0,0,877
2012-05-20,0,0,870
2012-05-21,0,0,860
2012-05-22,0,0,851
2012-05-23,0,0,862
2012-05-24,0,0,858
2012-05-25,0,0,873
2012-05-26,0,0,856
2012-05-27,0,0,856
2012-05-28,0,0,862
2012-05-29,0,0,854
2012-05-30,0,0,832
2012-05-31,0,0,858
2012-06-01,0,0,855
2012-06-02,0,0,845
2012-06-03,0,0,868
2012-06-04,0,0,856
2012-06-05,0,0,845
2012-06-06,0,0,853
2012-06-07,0,0,856
2012-06-08,0,0,835
2012-06-09,0,0,844
2012-06-10,0,0,861
2012-06-11,0,0,837
2012-06-12,0,0,852
2012-06-13,0,0,847
2012-06-14,0,0,846
2012-06-15,0,0,845
2012-06-16,0,0,839
2012-06-17,0,0,845
2012-06-18,0,0,827
2012-06-19,0,0,825
2012-06-20,0,0,858
2012-06-21,0,0,845
2012-06-22,0,0,820
2012-06-23,0,0,827
2012-06-24,0,0,839
2012-06-25,0,0,843
2012-06-26,0,0,840
2012-06-27,0,0,813
2012-06-28,0,0,836
2012-06-29,0,0,835
2012-06-30,0,0,831
2012-07-01,0,0,823
2012-07-02,0,0,815
2012-07-03,0,0,827
2012-07-04,0,0,831
2012-07-05,0,0,820
2012-07-06,0,0,827
2012-07-07,0,0,823
2012-07-08,0,0,819
2012-07-09,0,0,805
2012-07-10,0,0,813
2012-07-11,0,0,827
2012-07-12,0,0,806
2012-07-13,0,0,820
2012-07-14,0,0,835
2012-07-15,0,0,807
2012-07-16,0,0,807
2012-07-17,0,0,813
2012-07-18,0,0,813
2012-07-19,0,0,810
2012-07-20,0,0,815
2012-07-21,0,0,806
2012-07-22,0,0,825
2012-07-23,0,0,828
2012-07-24,0,0,814
2012-07-25,0,0,808
2012-07-26,0,0,819
2012-07-27,0,0,800
2012-07-28,0,0,784
2012-07-29,0,0,815
2012-07-30,0,0,805
2012-07-31,0,0,808
2012-08-01,0,0,800
2012-08-02,0,0,792
2012-08-03,0,0,807
2012-08-04,0,0,810
2012-08-05,0,0,797
2012-08-06,0,0,802
2012-08-07,0,0,795
2012-08-08,0,0,813
2012-08-09,0,0,802
2012-08-10,0,0,796
2012-08-11,0,0,803
2012-08-12,0,0,791
2012-08-13,0,0,784
2012-08-14,0,0,812
2012-08-15,0,0,807
2012-08-16,0,0,792
2012-08-17,0,0,799
2012-08-18,0,0,796
2012-08-19,0,0,799
2012-08-20,0,0,783
2012-08-21,0,0,775
2012-08-22,0,0,814
2012-08-23,0,0,785
2012-08-24,0,0,781
2012-08-25,0,0,782
2012-08-26,0,0,784
2012-08-27,0,0,773
2012-08-28,0,0,774
2012-08-29,0,0,782
2012-08-30,0,0,783
2012-08-31,0,0,788
2012-09-01,0,0,793
2012-09-02,0,0,777
2012-09-03,0,0,765
2012-09-04,0,0,788
2012-09-05,0,0,792
2012-09-06,0,0,783
2012-09-07,0,0,786
2012-09-08,0,0,788
2012-09-09,0,0,789
2012-09-10,0,0,778
2012-09-11,0,0,774
2012-09-12,0,0,783
2012-09-13,0,0,775
2012-09-14,0,0,785
2012-09-15,0,0,782
2012-09-16,0,0,788
2012-09-17,0,0,773
2012-09-18,0,0,776
2012-09-19,0,0,784
2012-09-20,0,0,781
2012-09-21,0,0,778
2012-09-22,0,0,794
2012-09-23,0,0,767
2012-09-24,0,0,791
2012-09-25,0,0,772
2012-09-26,0,0,761
2012-09-27,0,0,779
2012-09-28,0,0,767
2012-09-29,0,0,768
2012-09-30,0,0,795
2012-10-01,0,0,780
2012-10-02,0,0,778
2012-10-03,0,0,780
2012-10-04,0,0,771
2012-10-05,0,0,782
2012-10-06,0,0,764
2012-10-07,0,0,759
2012-10-08,0,0,766
2012-10-09,0,0,788
2012-10-10,0,0,768
2012-10-11,0,0,764
2012-10-12,0,0,781
2012-10-13,0,0,791
2012-10-14,0,0,791
2012-10-15,0,0,772
2012-10-16,0,0,791
2012-10-17,0,0,790
2012-10-18,0,0,772
2012-10-19,0,0,789
2012-10-20,0,0,799
2012-10-21,0,0,801
2012-10-22,0,0,790
2012-10-23,0,0,775
2012-10-24,0,0,791
2012-10-25,0,0,800
2012-10-26,0,0,780
2012-10-27,0,0,784
2012-10-28,0,0,768
2012-10-29,0,0,784
2012-10-30,0,0,794
2012-10-31,0,0,774
2012-11-01,0,0,786
2012-11-02,0,0,756
2012-11-03,0,0,807
2012-11-04,0,0,792
2012-11-05,0,0,780
2012-11-06,0,0,785
2012-11-07,0,0,779
2012-11-08,0,0,784
2012-11-09,0,0,770
2012-11-10,0,0,795
2012-11-11,0,0,805
2012-11-12,0,0,806
2012-11-13,0,0,784
2012-11-14,0,0,804
2012-11-15,0,0,781
2012-11-16,0,0,788
2012-11-17,0,0,797
2012-11-18,0,0,795
2012-11-19,0,0,782
2012-11-20,0,0,798
2012-11-21,0,0,809
2012-11-22,0,0,812
2012-11-23,0,0,795
2012-11-24,0,0,793
2012-11-25,0,0,797
2012-11-26,0,0,798
2012-11-27,0,0,799
2012-11-28,0,0,804
2012-11-29,0,0,792
2012-11-30,0,0,793
2012-12-01,0,0,813
2012-12-02,0,0,797
2012-12-03,0,0,806
2012-12-04,0,0,808
2012-12-05,0,0,807
2012-12-06,0,0,815
2012-12-07,0,0,807
2012-12-08,0,0,801
2012-12-09,0,0,810
2012-12-10,0,0,793
